chrom,chromStart,chromEnd,score,strand,position,543_A03,543_A06,543_A07,543_A08,543_A09,543_A10,name
5,112043218,112051904,500,-,1403,91,58,140,68,91,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1404,90,55,137,68,92,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1405,87,55,137,67,89,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1406,87,55,134,67,88,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1407,89,54,131,66,88,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1408,87,54,129,66,83,73,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1409,85,53,126,67,84,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1410,84,54,118,67,84,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1411,85,54,118,67,81,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1412,78,53,117,67,77,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1413,77,54,119,67,75,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1414,77,54,117,67,76,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1415,77,53,113,64,76,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1416,77,54,111,68,76,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1417,76,54,112,68,75,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1418,76,52,110,69,77,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1419,76,52,110,71,77,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1420,75,52,110,72,77,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1421,75,54,111,74,77,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1422,74,53,109,74,77,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1423,74,53,112,71,77,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1424,74,53,113,70,79,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1425,75,53,118,68,79,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1426,71,53,118,66,76,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1427,70,48,112,67,76,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1428,68,47,111,67,75,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1429,68,46,109,65,74,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1430,67,45,109,65,73,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1431,67,44,107,64,74,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1432,66,44,106,64,74,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1433,66,45,102,64,75,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1434,66,45,104,65,73,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1435,66,46,101,67,75,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1436,66,47,106,66,78,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1437,66,47,106,68,77,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1438,66,47,104,68,75,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1439,68,46,102,69,73,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1440,67,47,101,69,73,55,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1441,67,47,97,68,75,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1442,67,49,91,68,75,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1443,66,48,89,67,72,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1444,66,46,87,67,71,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1445,64,46,93,63,70,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1446,63,46,96,62,69,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1447,63,46,96,64,68,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1448,63,46,94,64,63,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1449,60,44,94,60,64,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1450,60,44,94,60,64,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1451,59,43,93,60,63,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1452,60,42,97,60,61,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1453,59,42,96,60,60,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1454,56,41,91,57,60,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1455,56,41,89,57,56,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1456,57,41,90,57,57,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1457,56,42,90,54,56,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1458,55,41,89,55,57,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1459,50,41,89,55,56,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1460,50,47,87,55,53,56,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1461,50,47,86,52,54,55,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1462,50,45,84,52,54,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1463,50,46,84,52,52,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1464,47,45,87,52,53,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1465,47,44,90,55,54,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1466,46,43,91,56,54,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1467,45,42,91,56,57,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1468,45,40,92,56,57,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1469,46,40,92,56,57,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1470,46,41,93,55,58,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1471,46,41,94,53,58,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1472,46,42,95,52,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1473,48,44,99,54,58,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1474,49,44,101,54,59,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1475,49,44,101,52,61,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1476,51,44,103,52,61,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1477,50,44,103,55,61,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1478,49,44,104,56,60,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1479,45,47,101,56,60,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1480,45,47,101,55,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1481,45,47,104,55,58,53,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1482,46,47,108,55,57,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1483,46,46,108,57,57,52,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1484,45,45,111,56,59,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1485,43,47,114,57,59,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1486,43,47,114,58,58,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1487,43,47,116,58,55,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1488,43,47,123,58,57,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1489,44,47,119,59,58,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1490,42,47,119,60,58,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1491,42,45,119,62,59,51,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1492,42,45,117,62,58,54,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1493,42,46,117,64,59,55,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1494,42,46,116,64,58,55,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1495,46,46,116,64,57,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1496,44,46,116,66,57,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1497,44,46,118,66,57,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1498,44,46,119,65,57,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1499,44,46,121,65,57,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1500,43,47,122,64,58,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1501,44,46,122,64,59,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1502,44,47,119,65,59,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1503,44,45,119,62,59,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1504,42,45,119,62,59,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1505,42,45,121,63,58,57,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1506,42,45,121,64,58,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1507,42,45,123,64,57,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1508,39,45,124,65,56,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1509,39,45,126,65,57,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1510,39,45,126,64,56,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1511,40,43,126,63,55,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1512,39,43,125,63,55,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1513,40,45,124,65,56,58,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1514,39,44,121,65,57,59,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1515,38,44,122,64,56,60,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1516,39,44,126,64,56,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1517,38,43,128,62,56,61,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1518,38,42,128,62,56,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1519,39,42,128,61,54,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1520,39,41,129,59,54,62,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1521,39,42,130,58,54,64,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1522,39,40,132,56,55,63,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1523,40,41,132,58,55,63,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1524,40,41,131,59,55,63,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1525,40,44,131,60,55,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1526,38,46,126,61,59,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1527,38,44,130,61,59,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1528,39,47,130,60,60,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1529,42,50,130,62,61,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1530,44,52,136,63,62,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1531,45,53,141,63,64,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1532,46,55,141,71,63,65,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1533,49,57,142,70,64,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1534,50,56,142,71,68,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1535,54,55,142,69,71,67,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1536,54,55,145,67,69,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1537,54,54,141,67,65,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1538,55,54,150,70,66,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1539,55,56,153,75,66,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1540,57,56,153,74,67,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1541,57,55,154,76,67,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1542,60,57,157,77,65,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1543,65,55,157,77,69,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1544,66,56,159,77,69,71,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1545,67,57,161,78,70,73,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1546,69,59,157,79,71,73,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1547,69,60,161,79,71,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1548,69,64,166,80,72,72,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1549,72,65,172,84,72,78,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1550,70,67,175,87,73,78,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1551,70,66,175,87,74,79,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1552,70,66,175,90,72,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1553,72,66,176,90,72,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1554,72,66,177,90,73,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1555,72,66,178,97,74,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1556,74,66,180,97,76,73,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1557,76,66,184,96,75,74,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1558,76,67,189,95,79,75,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1559,77,69,189,98,78,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1560,80,71,191,98,78,78,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1561,81,66,192,98,79,80,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1562,82,69,194,97,78,81,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1563,82,70,199,97,78,81,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1564,82,69,198,99,78,86,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1565,82,70,197,102,78,87,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1566,84,72,196,99,77,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1567,87,72,196,99,77,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1568,87,72,197,99,74,87,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1569,90,77,204,100,76,90,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1570,89,77,206,101,76,90,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1571,91,76,206,101,76,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1572,93,78,208,102,81,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1573,93,77,210,102,83,87,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1574,90,78,210,104,83,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1575,93,83,209,104,82,88,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1576,95,86,209,107,82,89,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1577,93,87,209,111,82,90,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1578,93,86,211,106,84,90,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1579,93,85,211,105,86,89,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1580,95,82,210,106,89,98,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1581,95,83,213,109,89,99,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1582,99,84,213,110,90,99,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1583,99,84,209,108,91,100,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1584,100,84,211,106,93,101,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1585,102,85,208,106,91,102,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1586,102,83,205,106,91,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1587,104,85,207,106,91,104,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1588,107,85,209,106,91,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1589,107,85,205,106,89,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1590,108,84,210,105,88,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1591,109,86,214,104,89,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1592,109,86,217,102,88,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1593,109,86,220,103,91,109,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1594,110,88,220,101,92,110,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1595,111,88,231,101,93,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1596,107,91,231,102,94,110,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1597,112,92,231,100,94,110,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1598,116,93,230,100,94,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1599,116,99,233,100,94,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1600,116,100,232,104,95,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1601,118,101,231,105,94,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1602,117,103,230,109,92,110,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1603,117,106,231,110,90,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1604,117,106,231,111,88,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1605,117,106,232,114,89,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1606,117,107,231,112,92,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1607,117,107,233,113,94,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1608,120,108,232,114,94,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1609,120,108,231,113,94,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1610,120,110,233,113,94,111,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1611,121,111,233,114,95,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1612,120,113,235,115,95,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1613,119,115,235,116,96,114,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1614,118,114,235,115,95,115,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1615,120,115,239,116,94,115,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1616,121,117,242,116,95,115,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1617,120,120,243,117,95,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1618,121,120,242,115,95,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1619,123,124,245,115,98,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1620,122,124,245,117,98,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1621,123,125,244,119,98,113,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1622,124,124,246,119,99,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1623,124,124,245,120,98,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1624,127,123,247,119,97,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1625,127,125,248,121,97,112,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1626,127,124,248,120,95,107,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1627,127,124,247,119,91,107,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1628,131,124,244,121,91,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1629,131,122,245,121,92,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1630,128,122,245,121,91,107,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1631,132,120,237,120,90,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1632,136,119,233,123,89,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1633,135,118,235,115,91,107,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1634,132,116,234,121,90,107,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1635,133,117,238,122,87,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1636,129,118,238,124,85,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1637,130,117,235,125,87,102,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1638,130,119,234,125,87,100,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1639,130,121,223,119,87,99,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1640,130,119,225,114,87,98,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1641,125,119,224,114,86,98,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1642,125,119,225,113,86,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1643,123,117,224,113,87,104,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1644,119,118,227,115,84,106,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1645,118,117,225,117,85,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1646,117,116,223,117,84,103,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1647,116,114,223,116,85,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1648,119,112,217,116,85,105,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1649,119,108,216,113,84,101,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1650,118,107,210,108,84,95,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1651,118,106,207,105,82,94,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1652,118,106,209,105,81,93,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1653,117,106,209,102,81,93,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1654,114,106,208,102,83,92,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1655,115,107,207,103,82,92,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1656,116,108,206,96,81,92,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1657,115,108,207,97,80,93,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1658,112,108,203,97,79,92,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1659,112,106,198,97,75,91,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1660,112,104,199,93,75,91,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1661,109,102,197,93,73,90,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1662,111,101,197,93,72,89,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1663,110,98,195,93,72,87,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1664,109,97,197,96,72,87,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1665,108,97,195,94,72,82,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1666,108,96,193,91,71,81,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1667,107,94,190,91,72,80,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1668,104,94,189,90,72,80,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1669,105,94,189,90,73,79,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1670,103,89,181,90,72,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1671,102,89,179,91,72,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1672,100,89,178,91,71,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1673,98,87,175,89,68,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1674,99,88,172,89,67,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1675,98,85,168,85,69,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1676,94,80,168,84,69,76,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1677,93,77,168,81,67,75,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1678,93,76,166,77,67,75,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1679,93,77,165,78,68,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1680,93,76,164,78,67,77,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1681,91,77,161,77,64,70,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1682,92,76,158,74,65,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1683,89,75,155,73,65,69,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1684,88,77,157,73,65,68,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1685,86,77,156,73,63,66,APC:ENST00000457016:ENSE00000972230
5,112043218,112051904,500,-,1686,84,76,157,74,65,65,APC:ENST00000457016:ENSE00000972230
